home_team,away_team,home_times,away_times,home_win,away_win,home_goals,away_goals,home_r_win,away_r_win,home_Ave_goal,away_Ave_goal,result
Spain,Yugoslavia,63,33,30,14,99,55,0.4761904761904761,0.4242424242424242,1.5714285714285714,1.6666666666666667,1
Algeria,Austria,13,29,3,12,13,43,0.2307692307692307,0.4137931034482758,1.0,1.4827586206896552,0
France,Kuwait,66,3,34,0,120,2,0.5151515151515151,0.0,1.818181818181818,0.6666666666666666,1
Honduras,Northern Ireland,9,13,0,3,3,13,0.0,0.2307692307692307,0.3333333333333333,1.0,-1
Belgium,Hungary,48,32,20,15,68,87,0.4166666666666667,0.46875,1.4166666666666667,2.71875,-1
Poland,Peru,34,18,16,5,46,21,0.4705882352941176,0.2777777777777778,1.3529411764705883,1.1666666666666667,1
Russia,Scotland,45,23,19,4,77,25,0.4222222222222222,0.1739130434782608,1.711111111111111,1.0869565217391304,-1
Argentina,El Salvador,81,6,43,0,137,1,0.5308641975308642,0.0,1.691358024691358,0.1666666666666666,1
Brazil,New Zealand,109,6,73,0,229,4,0.6697247706422018,0.0,2.1009174311926606,0.6666666666666666,1
Italy,Cameroon,83,23,45,4,128,18,0.5421686746987951,0.1739130434782608,1.5421686746987953,0.782608695652174,-1
Algeria,Chile,13,33,3,11,13,40,0.2307692307692307,0.3333333333333333,1.0,1.2121212121212122,1
France,Czechoslovakia,66,30,34,11,120,44,0.5151515151515151,0.3666666666666666,1.818181818181818,1.4666666666666666,-1
Honduras,Yugoslavia,9,33,0,14,3,55,0.0,0.4242424242424242,0.3333333333333333,1.6666666666666667,0
England,Kuwait,69,3,29,0,91,2,0.4202898550724637,0.0,1.318840579710145,0.6666666666666666,1
Germany,Austria,109,29,67,12,226,43,0.6146788990825688,0.4137931034482758,2.073394495412844,1.4827586206896552,1
Spain,Northern Ireland,63,13,30,3,99,13,0.4761904761904761,0.2307692307692307,1.5714285714285714,1.0,0
Austria,France,29,66,12,34,43,120,0.4137931034482758,0.5151515151515151,1.4827586206896552,1.818181818181818,0
Poland,Belgium,34,48,16,20,46,68,0.4705882352941176,0.4166666666666667,1.3529411764705883,1.4166666666666667,1
Germany,England,109,69,67,29,226,91,0.6146788990825688,0.4202898550724637,2.073394495412844,1.318840579710145,-1
Italy,Argentina,83,81,45,43,128,137,0.5421686746987951,0.5308641975308642,1.5421686746987953,1.691358024691358,1
Austria,Northern Ireland,29,13,12,3,43,13,0.4137931034482758,0.2307692307692307,1.4827586206896552,1.0,-1
Belgium,Russia,48,45,20,19,68,77,0.4166666666666667,0.4222222222222222,1.4166666666666667,1.711111111111111,0
Argentina,Brazil,81,109,43,73,137,229,0.5308641975308642,0.6697247706422018,1.691358024691358,2.1009174311926606,0
Spain,Germany,63,109,30,67,99,226,0.4761904761904761,0.6146788990825688,1.5714285714285714,2.073394495412844,0
France,Northern Ireland,66,13,34,3,120,13,0.5151515151515151,0.2307692307692307,1.818181818181818,1.0,1
Poland,Russia,34,45,16,19,46,77,0.4705882352941176,0.4222222222222222,1.3529411764705883,1.711111111111111,-1
Italy,Brazil,83,109,45,73,128,229,0.5421686746987951,0.6697247706422018,1.5421686746987953,2.1009174311926606,1
Spain,England,63,69,30,29,99,91,0.4761904761904761,0.4202898550724637,1.5714285714285714,1.318840579710145,-1
Germany,France,109,66,67,34,226,120,0.6146788990825688,0.5151515151515151,2.073394495412844,1.818181818181818,-1
Poland,Italy,34,83,16,45,46,128,0.4705882352941176,0.5421686746987951,1.3529411764705883,1.5421686746987953,0
Poland,France,34,66,16,34,46,120,0.4705882352941176,0.5151515151515151,1.3529411764705883,1.818181818181818,1
Italy,Germany,83,109,45,67,128,226,0.5421686746987951,0.6146788990825688,1.5421686746987953,2.073394495412844,1
Bulgaria,Italy,26,83,3,45,22,128,0.1153846153846153,0.5421686746987951,0.8461538461538461,1.5421686746987953,-1
Canada,France,3,66,0,34,0,120,0.0,0.5151515151515151,0.0,1.818181818181818,0
Spain,Brazil,63,109,30,73,99,229,0.4761904761904761,0.6697247706422018,1.5714285714285714,2.1009174311926606,0
Argentina,Korea Republic,81,34,43,6,137,34,0.5308641975308642,0.1764705882352941,1.691358024691358,1.0,1
Morocco,Poland,16,34,2,16,14,46,0.125,0.4705882352941176,0.875,1.3529411764705883,-1
Russia,Hungary,45,32,19,15,77,87,0.4222222222222222,0.46875,1.711111111111111,2.71875,1
Algeria,Northern Ireland,13,13,3,3,13,13,0.2307692307692307,0.2307692307692307,1.0,1.0,-1
Mexico,Belgium,57,48,16,20,60,68,0.2807017543859649,0.4166666666666667,1.0526315789473684,1.4166666666666667,1
Portugal,England,30,69,14,29,49,91,0.4666666666666667,0.4202898550724637,1.6333333333333333,1.318840579710145,1
Paraguay,Iraq,27,3,7,0,30,1,0.2592592592592592,0.0,1.1111111111111112,0.3333333333333333,1
Scotland,Denmark,23,20,4,9,25,30,0.1739130434782608,0.45,1.0869565217391304,1.5,0
Uruguay,Germany,56,109,24,67,87,226,0.4285714285714285,0.6146788990825688,1.5535714285714286,2.073394495412844,-1
France,Russia,66,45,34,19,120,77,0.5151515151515151,0.4222222222222222,1.818181818181818,1.711111111111111,-1
Italy,Argentina,83,81,45,43,128,137,0.5421686746987951,0.5308641975308642,1.5421686746987953,1.691358024691358,-1
Korea Republic,Bulgaria,34,26,6,3,34,22,0.1764705882352941,0.1153846153846153,1.0,0.8461538461538461,-1
Brazil,Algeria,109,13,73,3,229,13,0.6697247706422018,0.2307692307692307,2.1009174311926606,1.0,1
England,Morocco,69,16,29,2,91,14,0.4202898550724637,0.125,1.318840579710145,0.875,-1
Hungary,Canada,32,3,15,0,87,0,0.46875,0.0,2.71875,0.0,1
Mexico,Paraguay,57,27,16,7,60,30,0.2807017543859649,0.2592592592592592,1.0526315789473684,1.1111111111111112,-1
Northern Ireland,Spain,13,63,3,30,13,99,0.2307692307692307,0.4761904761904761,1.0,1.5714285714285714,0
Poland,Portugal,34,30,16,14,46,49,0.4705882352941176,0.4666666666666667,1.3529411764705883,1.6333333333333333,1
Denmark,Uruguay,20,56,9,24,30,87,0.45,0.4285714285714285,1.5,1.5535714285714286,1
Germany,Scotland,109,23,67,4,226,25,0.6146788990825688,0.1739130434782608,2.073394495412844,1.0869565217391304,1
Iraq,Belgium,3,48,0,20,1,68,0.0,0.4166666666666667,0.3333333333333333,1.4166666666666667,0
Hungary,France,32,66,15,34,87,120,0.46875,0.5151515151515151,2.71875,1.818181818181818,0
Russia,Canada,45,3,19,0,77,0,0.4222222222222222,0.0,1.711111111111111,0.0,1
Argentina,Bulgaria,81,26,43,3,137,22,0.5308641975308642,0.1153846153846153,1.691358024691358,0.8461538461538461,1
Korea Republic,Italy,34,83,6,45,34,128,0.1764705882352941,0.5421686746987951,1.0,1.5421686746987953,0
England,Poland,69,34,29,16,91,46,0.4202898550724637,0.4705882352941176,1.318840579710145,1.3529411764705883,1
Mexico,Iraq,57,3,16,0,60,1,0.2807017543859649,0.0,1.0526315789473684,0.3333333333333333,1
Paraguay,Belgium,27,48,7,20,30,68,0.2592592592592592,0.4166666666666667,1.1111111111111112,1.4166666666666667,-1
Portugal,Morocco,30,16,14,2,49,14,0.4666666666666667,0.125,1.6333333333333333,0.875,0
Algeria,Spain,13,63,3,30,13,99,0.2307692307692307,0.4761904761904761,1.0,1.5714285714285714,0
Northern Ireland,Brazil,13,109,3,73,13,229,0.2307692307692307,0.6697247706422018,1.0,2.1009174311926606,0
Denmark,Germany,20,109,9,67,30,226,0.45,0.6146788990825688,1.5,2.073394495412844,1
Scotland,Uruguay,23,56,4,24,25,87,0.1739130434782608,0.4285714285714285,1.0869565217391304,1.5535714285714286,-1
Mexico,Bulgaria,57,26,16,3,60,22,0.2807017543859649,0.1153846153846153,1.0526315789473684,0.8461538461538461,1
Russia,Belgium,45,48,19,20,77,68,0.4222222222222222,0.4166666666666667,1.711111111111111,1.4166666666666667,0
Argentina,Uruguay,81,56,43,24,137,87,0.5308641975308642,0.4285714285714285,1.691358024691358,1.5535714285714286,1
Brazil,Poland,109,34,73,16,229,46,0.6697247706422018,0.4705882352941176,2.1009174311926606,1.3529411764705883,1
Italy,France,83,66,45,34,128,120,0.5421686746987951,0.5151515151515151,1.5421686746987953,1.818181818181818,0
Morocco,Germany,16,109,2,67,14,226,0.125,0.6146788990825688,0.875,2.073394495412844,0
Denmark,Spain,20,63,9,30,30,99,0.45,0.4761904761904761,1.5,1.5714285714285714,0
England,Paraguay,69,27,29,7,91,30,0.4202898550724637,0.2592592592592592,1.318840579710145,1.1111111111111112,1
Brazil,France,109,66,73,34,229,120,0.6697247706422018,0.5151515151515151,2.1009174311926606,1.818181818181818,-1
Mexico,Germany,57,109,16,67,60,226,0.2807017543859649,0.6146788990825688,1.0526315789473684,2.073394495412844,-1
Argentina,England,81,69,43,29,137,91,0.5308641975308642,0.4202898550724637,1.691358024691358,1.318840579710145,1
Spain,Belgium,63,48,30,20,99,68,0.4761904761904761,0.4166666666666667,1.5714285714285714,1.4166666666666667,-1
Argentina,Belgium,81,48,43,20,137,68,0.5308641975308642,0.4166666666666667,1.691358024691358,1.4166666666666667,1
France,Germany,66,109,34,67,120,226,0.5151515151515151,0.6146788990825688,1.818181818181818,2.073394495412844,0
France,Belgium,66,48,34,20,120,68,0.5151515151515151,0.4166666666666667,1.818181818181818,1.4166666666666667,1
Argentina,Germany,81,109,43,67,137,226,0.5308641975308642,0.6146788990825688,1.691358024691358,2.073394495412844,1
Argentina,Cameroon,81,23,43,4,137,18,0.5308641975308642,0.1739130434782608,1.691358024691358,0.782608695652174,0
Italy,Austria,83,29,45,12,128,43,0.5421686746987951,0.4137931034482758,1.5421686746987953,1.4827586206896552,1
Russia,Romania,45,21,19,8,77,30,0.4222222222222222,0.3809523809523809,1.711111111111111,1.4285714285714286,0
United Arab Emirates,Colombia,3,22,0,9,2,32,0.0,0.4090909090909091,0.6666666666666666,1.4545454545454546,0
Brazil,Sweden,109,51,73,19,229,80,0.6697247706422018,0.3725490196078431,2.1009174311926606,1.568627450980392,1
Germany,Yugoslavia,109,33,67,14,226,55,0.6146788990825688,0.4242424242424242,2.073394495412844,1.6666666666666667,1
USA,Czechoslovakia,33,30,8,11,37,44,0.2424242424242424,0.3666666666666666,1.121212121212121,1.4666666666666666,0
Costa Rica,Scotland,18,23,5,4,19,25,0.2777777777777778,0.1739130434782608,1.0555555555555556,1.0869565217391304,1
England,Ireland,69,13,29,2,91,10,0.4202898550724637,0.1538461538461538,1.318840579710145,0.7692307692307693,-1
Belgium,Korea Republic,48,34,20,6,68,34,0.4166666666666667,0.1764705882352941,1.4166666666666667,1.0,1
Netherlands,Egypt,50,7,27,0,86,5,0.54,0.0,1.72,0.7142857142857143,-1
Argentina,Russia,81,45,43,19,137,77,0.5308641975308642,0.4222222222222222,1.691358024691358,1.711111111111111,1
Uruguay,Spain,56,63,24,30,87,99,0.4285714285714285,0.4761904761904761,1.5535714285714286,1.5714285714285714,-1
Cameroon,Romania,23,21,4,8,18,30,0.1739130434782608,0.3809523809523809,0.782608695652174,1.4285714285714286,1
Italy,USA,83,33,45,8,128,37,0.5421686746987951,0.2424242424242424,1.5421686746987953,1.121212121212121,1
Yugoslavia,Colombia,33,22,14,9,55,32,0.4242424242424242,0.4090909090909091,1.6666666666666667,1.4545454545454546,1
Austria,Czechoslovakia,29,30,12,11,43,44,0.4137931034482758,0.3666666666666666,1.4827586206896552,1.4666666666666666,0
Germany,United Arab Emirates,109,3,67,0,226,2,0.6146788990825688,0.0,2.073394495412844,0.6666666666666666,1
Brazil,Costa Rica,109,18,73,5,229,19,0.6697247706422018,0.2777777777777778,2.1009174311926606,1.0555555555555556,1
England,Netherlands,69,50,29,27,91,86,0.4202898550724637,0.54,1.318840579710145,1.72,-1
Sweden,Scotland,51,23,19,4,80,25,0.3725490196078431,0.1739130434782608,1.568627450980392,1.0869565217391304,0
Belgium,Uruguay,48,56,20,24,68,87,0.4166666666666667,0.4285714285714285,1.4166666666666667,1.5535714285714286,1
Ireland,Egypt,13,7,2,0,10,5,0.1538461538461538,0.0,0.7692307692307693,0.7142857142857143,-1
Korea Republic,Spain,34,63,6,30,34,99,0.1764705882352941,0.4761904761904761,1.0,1.5714285714285714,0
Argentina,Romania,81,21,43,8,137,30,0.5308641975308642,0.3809523809523809,1.691358024691358,1.4285714285714286,-1
Cameroon,Russia,23,45,4,19,18,77,0.1739130434782608,0.4222222222222222,0.782608695652174,1.711111111111111,0
Austria,USA,29,33,12,8,43,37,0.4137931034482758,0.2424242424242424,1.4827586206896552,1.121212121212121,1
Germany,Colombia,109,22,67,9,226,32,0.6146788990825688,0.4090909090909091,2.073394495412844,1.4545454545454546,-1
Italy,Czechoslovakia,83,30,45,11,128,44,0.5421686746987951,0.3666666666666666,1.5421686746987953,1.4666666666666666,1
Yugoslavia,United Arab Emirates,33,3,14,0,55,2,0.4242424242424242,0.0,1.6666666666666667,0.6666666666666666,1
Brazil,Scotland,109,23,73,4,229,25,0.6697247706422018,0.1739130434782608,2.1009174311926606,1.0869565217391304,1
Sweden,Costa Rica,51,18,19,5,80,19,0.3725490196078431,0.2777777777777778,1.568627450980392,1.0555555555555556,0
Belgium,Spain,48,63,20,30,68,99,0.4166666666666667,0.4761904761904761,1.4166666666666667,1.5714285714285714,0
England,Egypt,69,7,29,0,91,5,0.4202898550724637,0.0,1.318840579710145,0.7142857142857143,1
Ireland,Netherlands,13,50,2,27,10,86,0.1538461538461538,0.54,0.7692307692307693,1.72,-1
Korea Republic,Uruguay,34,56,6,24,34,87,0.1764705882352941,0.4285714285714285,1.0,1.5535714285714286,0
Cameroon,Colombia,23,22,4,9,18,32,0.1739130434782608,0.4090909090909091,0.782608695652174,1.4545454545454546,1
Czechoslovakia,Costa Rica,30,18,11,5,44,19,0.3666666666666666,0.2777777777777778,1.4666666666666666,1.0555555555555556,1
Brazil,Argentina,109,81,73,43,229,137,0.6697247706422018,0.5308641975308642,2.1009174311926606,1.691358024691358,0
Germany,Netherlands,109,50,67,27,226,86,0.6146788990825688,0.54,2.073394495412844,1.72,1
Ireland,Romania,13,21,2,8,10,30,0.1538461538461538,0.3809523809523809,0.7692307692307693,1.4285714285714286,-1
Italy,Uruguay,83,56,45,24,128,87,0.5421686746987951,0.4285714285714285,1.5421686746987953,1.5535714285714286,1
England,Belgium,69,48,29,20,91,68,0.4202898550724637,0.4166666666666667,1.318840579710145,1.4166666666666667,1
Spain,Yugoslavia,63,33,30,14,99,55,0.4761904761904761,0.4242424242424242,1.5714285714285714,1.6666666666666667,0
Italy,Ireland,83,13,45,2,128,10,0.5421686746987951,0.1538461538461538,1.5421686746987953,0.7692307692307693,1
Yugoslavia,Argentina,33,81,14,43,55,137,0.4242424242424242,0.5308641975308642,1.6666666666666667,1.691358024691358,-1
Cameroon,England,23,69,4,29,18,91,0.1739130434782608,0.4202898550724637,0.782608695652174,1.318840579710145,0
Germany,Czechoslovakia,109,30,67,11,226,44,0.6146788990825688,0.3666666666666666,2.073394495412844,1.4666666666666666,1
Italy,Argentina,83,81,45,43,128,137,0.5421686746987951,0.5308641975308642,1.5421686746987953,1.691358024691358,-1
Germany,England,109,69,67,29,226,91,0.6146788990825688,0.4202898550724637,2.073394495412844,1.318840579710145,-1
Italy,England,83,69,45,29,128,91,0.5421686746987951,0.4202898550724637,1.5421686746987953,1.318840579710145,1
Germany,Argentina,109,81,67,43,226,137,0.6146788990825688,0.5308641975308642,2.073394495412844,1.691358024691358,1
Germany,Bolivia,109,6,67,0,226,1,0.6146788990825688,0.0,2.073394495412844,0.1666666666666666,1
Spain,Korea Republic,63,34,30,6,99,34,0.4761904761904761,0.1764705882352941,1.5714285714285714,1.0,-1
Colombia,Romania,22,21,9,8,32,30,0.4090909090909091,0.3809523809523809,1.4545454545454546,1.4285714285714286,0
Italy,Ireland,83,13,45,2,128,10,0.5421686746987951,0.1538461538461538,1.5421686746987953,0.7692307692307693,0
USA,Switzerland,33,37,8,12,37,50,0.2424242424242424,0.3243243243243243,1.121212121212121,1.351351351351351,-1
Belgium,Morocco,48,16,20,2,68,14,0.4166666666666667,0.125,1.4166666666666667,0.875,1
Cameroon,Sweden,23,51,4,19,18,80,0.1739130434782608,0.3725490196078431,0.782608695652174,1.568627450980392,-1
Norway,Mexico,8,57,2,16,7,60,0.25,0.2807017543859649,0.875,1.0526315789473684,1
Brazil,Russia,109,45,73,19,229,77,0.6697247706422018,0.4222222222222222,2.1009174311926606,1.711111111111111,1
Netherlands,Saudi Arabia,50,16,27,3,86,11,0.54,0.1875,1.72,0.6875,1
Argentina,Greece,81,10,43,2,137,5,0.5308641975308642,0.2,1.691358024691358,0.5,1
Germany,Spain,109,63,67,30,226,99,0.6146788990825688,0.4761904761904761,2.073394495412844,1.5714285714285714,-1
Nigeria,Bulgaria,21,26,6,3,23,22,0.2857142857142857,0.1153846153846153,1.0952380952380951,0.8461538461538461,1
Romania,Switzerland,21,37,8,12,30,50,0.3809523809523809,0.3243243243243243,1.4285714285714286,1.351351351351351,0
USA,Colombia,33,22,8,9,37,32,0.2424242424242424,0.4090909090909091,1.121212121212121,1.4545454545454546,1
Italy,Norway,83,8,45,2,128,7,0.5421686746987951,0.25,1.5421686746987953,0.875,1
Korea Republic,Bolivia,34,6,6,0,34,1,0.1764705882352941,0.0,1.0,0.1666666666666666,-1
Brazil,Cameroon,109,23,73,4,229,18,0.6697247706422018,0.1739130434782608,2.1009174311926606,0.782608695652174,1
Mexico,Ireland,57,13,16,2,60,10,0.2807017543859649,0.1538461538461538,1.0526315789473684,0.7692307692307693,1
Sweden,Russia,51,45,19,19,80,77,0.3725490196078431,0.4222222222222222,1.568627450980392,1.711111111111111,1
Argentina,Nigeria,81,21,43,6,137,23,0.5308641975308642,0.2857142857142857,1.691358024691358,1.0952380952380951,1
Belgium,Netherlands,48,50,20,27,68,86,0.4166666666666667,0.54,1.4166666666666667,1.72,1
Saudi Arabia,Morocco,16,16,3,2,11,14,0.1875,0.125,0.6875,0.875,1
Bulgaria,Greece,26,10,3,2,22,5,0.1153846153846153,0.2,0.8461538461538461,0.5,1
Switzerland,Colombia,37,22,12,9,50,32,0.3243243243243243,0.4090909090909091,1.351351351351351,1.4545454545454546,0
USA,Romania,33,21,8,8,37,30,0.2424242424242424,0.3809523809523809,1.121212121212121,1.4285714285714286,0
Bolivia,Spain,6,63,0,30,1,99,0.0,0.4761904761904761,0.1666666666666666,1.5714285714285714,0
Germany,Korea Republic,109,34,67,6,226,34,0.6146788990825688,0.1764705882352941,2.073394495412844,1.0,1
Brazil,Sweden,109,51,73,19,229,80,0.6697247706422018,0.3725490196078431,2.1009174311926606,1.568627450980392,-1
Ireland,Norway,13,8,2,2,10,7,0.1538461538461538,0.25,0.7692307692307693,0.875,-1
Italy,Mexico,83,57,45,16,128,60,0.5421686746987951,0.2807017543859649,1.5421686746987953,1.0526315789473684,-1
Russia,Cameroon,45,23,19,4,77,18,0.4222222222222222,0.1739130434782608,1.711111111111111,0.782608695652174,1
Belgium,Saudi Arabia,48,16,20,3,68,11,0.4166666666666667,0.1875,1.4166666666666667,0.6875,0
Morocco,Netherlands,16,50,2,27,14,86,0.125,0.54,0.875,1.72,0
Argentina,Bulgaria,81,26,43,3,137,22,0.5308641975308642,0.1153846153846153,1.691358024691358,0.8461538461538461,0
Greece,Nigeria,10,21,2,6,5,23,0.2,0.2857142857142857,0.5,1.0952380952380951,0
Germany,Belgium,109,48,67,20,226,68,0.6146788990825688,0.4166666666666667,2.073394495412844,1.4166666666666667,1
Spain,Switzerland,63,37,30,12,99,50,0.4761904761904761,0.3243243243243243,1.5714285714285714,1.351351351351351,1
Romania,Argentina,21,81,8,43,30,137,0.3809523809523809,0.5308641975308642,1.4285714285714286,1.691358024691358,1
Saudi Arabia,Sweden,16,51,3,19,11,80,0.1875,0.3725490196078431,0.6875,1.568627450980392,0
Netherlands,Ireland,50,13,27,2,86,10,0.54,0.1538461538461538,1.72,0.7692307692307693,1
USA,Brazil,33,109,8,73,37,229,0.2424242424242424,0.6697247706422018,1.121212121212121,2.1009174311926606,0
Mexico,Bulgaria,57,26,16,3,60,22,0.2807017543859649,0.1153846153846153,1.0526315789473684,0.8461538461538461,-1
Nigeria,Italy,21,83,6,45,23,128,0.2857142857142857,0.5421686746987951,1.0952380952380951,1.5421686746987953,0
Italy,Spain,83,63,45,30,128,99,0.5421686746987951,0.4761904761904761,1.5421686746987953,1.5714285714285714,1
Netherlands,Brazil,50,109,27,73,86,229,0.54,0.6697247706422018,1.72,2.1009174311926606,0
Bulgaria,Germany,26,109,3,67,22,226,0.1153846153846153,0.6146788990825688,0.8461538461538461,2.073394495412844,1
Romania,Sweden,21,51,8,19,30,80,0.3809523809523809,0.3725490196078431,1.4285714285714286,1.568627450980392,-1
Bulgaria,Italy,26,83,3,45,22,128,0.1153846153846153,0.5421686746987951,0.8461538461538461,1.5421686746987953,0
Sweden,Brazil,51,109,19,73,80,229,0.3725490196078431,0.6697247706422018,1.568627450980392,2.1009174311926606,0
Sweden,Bulgaria,51,26,19,3,80,22,0.3725490196078431,0.1153846153846153,1.568627450980392,0.8461538461538461,1
Brazil,Italy,109,83,73,45,229,128,0.6697247706422018,0.5421686746987951,2.1009174311926606,1.5421686746987953,-1
Brazil,Scotland,109,23,73,4,229,25,0.6697247706422018,0.1739130434782608,2.1009174311926606,1.0869565217391304,1
Morocco,Norway,16,8,2,2,14,7,0.125,0.25,0.875,0.875,-1
Cameroon,Austria,23,29,4,12,18,43,0.1739130434782608,0.4137931034482758,0.782608695652174,1.4827586206896552,-1
Italy,Chile,83,33,45,11,128,40,0.5421686746987951,0.3333333333333333,1.5421686746987953,1.2121212121212122,-1
France,South Africa,66,9,34,2,120,11,0.5151515151515151,0.2222222222222222,1.818181818181818,1.2222222222222223,1
Paraguay,Bulgaria,27,26,7,3,30,22,0.2592592592592592,0.1153846153846153,1.1111111111111112,0.8461538461538461,-1
Saudi Arabia,Denmark,16,20,3,9,11,30,0.1875,0.45,0.6875,1.5,0
Korea Republic,Mexico,34,57,6,16,34,60,0.1764705882352941,0.2807017543859649,1.0,1.0526315789473684,0
Netherlands,Belgium,50,48,27,20,86,68,0.54,0.4166666666666667,1.72,1.4166666666666667,-1
Spain,Nigeria,63,21,30,6,99,23,0.4761904761904761,0.2857142857142857,1.5714285714285714,1.0952380952380951,0
Argentina,Japan,81,21,43,5,137,20,0.5308641975308642,0.238095238095238,1.691358024691358,0.9523809523809524,1
Jamaica,Croatia,3,23,1,11,3,35,0.3333333333333333,0.4782608695652174,1.0,1.5217391304347827,0
Serbia,Iran,13,15,4,2,11,9,0.3076923076923077,0.1333333333333333,0.8461538461538461,0.6,1
England,Tunisia,69,15,29,2,91,13,0.4202898550724637,0.1333333333333333,1.318840579710145,0.8666666666666667,1
Germany,USA,109,33,67,8,226,37,0.6146788990825688,0.2424242424242424,2.073394495412844,1.121212121212121,1
Romania,Colombia,21,22,8,9,30,32,0.3809523809523809,0.4090909090909091,1.4285714285714286,1.4545454545454546,1
Brazil,Morocco,109,16,73,2,229,14,0.6697247706422018,0.125,2.1009174311926606,0.875,1
Scotland,Norway,23,8,4,2,25,7,0.1739130434782608,0.25,1.0869565217391304,0.875,-1
Chile,Austria,33,29,11,12,40,43,0.3333333333333333,0.4137931034482758,1.2121212121212122,1.4827586206896552,-1
Italy,Cameroon,83,23,45,4,128,18,0.5421686746987951,0.1739130434782608,1.5421686746987953,0.782608695652174,1
France,Saudi Arabia,66,16,34,3,120,11,0.5151515151515151,0.1875,1.818181818181818,0.6875,1
South Africa,Denmark,9,20,2,9,11,30,0.2222222222222222,0.45,1.2222222222222223,1.5,-1
Nigeria,Bulgaria,21,26,6,3,23,22,0.2857142857142857,0.1153846153846153,1.0952380952380951,0.8461538461538461,1
Spain,Paraguay,63,27,30,7,99,30,0.4761904761904761,0.2592592592592592,1.5714285714285714,1.1111111111111112,-1
Belgium,Mexico,48,57,20,16,68,60,0.4166666666666667,0.2807017543859649,1.4166666666666667,1.0526315789473684,-1
